title,address,city,price,bedroom,bathroom,floors,parking,face,year,views,area,road,road_width,road_type,build_area,posted,amenities,year_missing,road_width_ft,area_sqft,build_area_sqft,price_category
"House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,22000000,10,0,3.0,0,North,2074.0,871,5 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,6 months ago,[],1,15.0,1711.25,,High
"6 Anna Brand New Semi Bungalow At Rudreshwor In 33 Feet Road : House For Sale In Budhanilkantha, Kathmandu","Rudreshwor, Budhanilkantha, Kathmandu",Kathmandu,35000000,4,4,3.0,2,East,2076.0,255,0-6-0-0 Aana,33 Feet / Blacktopped,33 Feet , Blacktopped,N/A Aana,6 months ago,"['Garage', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Balcony', 'Wifi', 'Drainage', 'Water Supply', 'Electricity Backup']",0,33.0,2053.5,,Premium
"K Yo Ghar Tapaiko Lagi Ho? : House For Sale In Tokha, Kathmandu","Tokha, Kathmandu, Tokha, Kathmandu",Kathmandu,26000000,0,0,3.0,1,East,2076.0,1.6K,4 Aana,12 Feet / Gravelled,12 Feet , Gravelled,3-4 Aana,6 months ago,"['Water Supply', 'Water Tank', 'Drainage', 'Solar Water', 'Parking', 'Garden']",0,12.0,1369.0,17797.0,High
"Just Built Semi - Commercial House : House For Sale In Baniyatar, Kathmandu","Dhaneshwore, Baniyatar, Kathmandu",Kathmandu,26500000,0,0,3.0,1,South East,2074.0,252,4 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,3-4 Aana,6 months ago,"['Garden', 'Parking', 'Water Tank', 'Parking', 'Drainage', 'Drainage', 'Water Supply', 'Water Supply', 'Water Tank', 'Solar Water']",1,14.0,1369.0,17797.0,High
"House For Sale In Thankot, Kathmandu","dauradipo haiway, Thankot, Kathmandu",Kathmandu,11500000,0,0,3.0,0,East,2074.0,596,0-3-2-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,6 months ago,[],1,13.0,1197.875,,High
"House For Sale In Balkhu, Kathmandu","Trishakti Petrol Pump, Balkhu, Kathmandu",Kathmandu,60000000,0,0,4.0,0,South,2074.0,575,5.1 Aana,0 Feet,0 Feet,Unknown,N/A Sq. Feet,6 months ago,[],1,0.0,1745.475,,Premium
"House For Sale In Banasthali, Kathmandu","Banasthali, Banasthali, Kathmandu",Kathmandu,37000000,7,6,4.0,1,South,2016.0,609,0-5-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,3525 Sq. Feet,6 months ago,"['Washing Machine', 'Solar Water', 'Water Tank', 'Internet', 'Microwave', 'Parking', 'Water Well', 'Water Supply', 'Drainage', 'TV Cable']",0,16.0,1711.25,3525.0,Premium
"1.5 Talle Ghar Near Grande Tower : House For Sale In Tokha, Kathmandu","Tokha, Kathmandu, Tokha, Kathmandu",Kathmandu,13200000,4,2,0.0,1,East,2074.0,938,3-5 Sq. Feet,13 Feet / Gravelled,13 Feet , Gravelled,3-5 Sq. Feet,6 months ago,"['Water Supply', 'Drainage', 'Parking', 'Water Tank', 'Garden']",0,13.0,18139.25,18139.25,High
"8 Anna Land On Sale At Ramkot -7 , Nagarjun : Land For Sale In Ramkot, Kathmandu","ramkot, Ramkot, Kathmandu",Kathmandu,1200000,0,0,3.0,0,North,2074.0,802,8 Aana,20 Feet / Gravelled,20 Feet , Gravelled,N/A Aana,6 months ago,[],1,20.0,2738.0,,Low
"House For Sale In Hetauda, Makwanpur","Rai Tol, Hetauda, Makwanpur",Makwanpur,16000000,0,0,3.0,0,North,2074.0,513,8 Dhur,15 Feet,15 Feet,Unknown,N/A Sq. Feet,6 months ago,[],1,15.0,1458.0,,High
"Land For Sale In Balaju, Kathmandu","Lolang, Balaju, Kathmandu",Kathmandu,900000,0,0,3.0,0,South,2074.0,508,3 Aana,10 Feet / Paved,10 Feet , Paved,N/A Sq. Feet,6 months ago,[],1,10.0,1026.75,,Low
"Land For Sale In Biratnagar, Morang","Jhorahat Bazar, Biratnagar, Morang",Morang,200000,0,0,3.0,0,North,2074.0,386,12 Dhur,15 Feet,15 Feet,Unknown,N/A Sq. Feet,6 months ago,[],1,15.0,2187.0,,Low
"House For Sale In Lokanthali, Bhaktapur","Lokanthali, Lokanthali, Bhaktapur",Bhaktapur,27000000,16,3,3.0,0,North,2074.0,867,6 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,6 months ago,[],1,13.0,2053.5,,Premium
"House For Sale In Bharatpur, Chitwan","Bhojad, Bharatpur, Chitwan",Chitwan,50000000,0,0,3.0,0,North,2074.0,788,2 Kattha,6 Meter / Blacktopped,6 Meter , Blacktopped,N/A Sq. Feet,6 months ago,[],1,19.68504,7290.0,,Premium
"Land For Sale In Suryabinayak, Bhaktapur","Sirutar, Suryabinayak, Bhaktapur",Bhaktapur,1800000,0,0,3.0,0,North,2074.0,614,0-3-3-0 Aana,10 Feet / Gravelled,10 Feet , Gravelled,N/A Sq. Feet,6 months ago,[],1,10.0,1283.4375,,Medium
"Land For Sale In Imadol, Lalitpur","Ochu Height, Imadol, Lalitpur",Lalitpur,3700000,0,0,3.0,0,South West,2074.0,8.1K,5 Aana,40 Feet / Gravelled,40 Feet , Gravelled,N/A Aana,6 months ago,[],1,40.0,1711.25,,Medium
"House And Land Sale In Kirtipur, Kathmandu : House For Sale In Machhegaun, Kirtipur","Kirtipur, Bhatkyapati, Machhegaun, Kirtipur",Kirtipur,15000000,0,2,3.0,0,South,2074.0,874,5.5 aana Aana,12 Feet,12 Feet,Unknown,2.5 Aana,6 months ago,"['Balcony', 'Garden', 'Frontyard', 'TV Cable', 'Wifi', 'Water Supply', 'Electricity Backup', 'Internet', 'Water Tank', 'Modular Kitchen']",1,12.0,1882.375,855.625,High
"Land For Sale In Hetauda, Makwanpur","bagmati gaupalika, Hetauda, Makwanpur",Makwanpur,2500000,0,0,3.0,0,East,2074.0,761,10 Kattha,25 Feet / Blacktopped,25 Feet , Blacktopped,N/A Sq. Feet,6 months ago,[],1,25.0,36450.0,,Medium
"House For Sale In Imadol, Lalitpur","Changathali, Imadol, Lalitpur",Lalitpur,6500000,2,1,2.0,0,West,2074.0,1K,3 Aana,5 Feet / Gravelled,5 Feet , Gravelled,N/A Sq. Feet,6 months ago,[],1,5.0,1026.75,,Medium
"Sukedhra Ektabasti House In Sell : House For Sale In Ekatabasti, Kathmandu","House, Ekatabasti, Kathmandu",Kathmandu,27500000,7,0,3.0,2,East,2019.0,2.1K,4.5 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,3.5 Aana,6 months ago,['Air Condition'],0,13.0,1540.125,1197.875,Premium
"House For Sale In Golfutar, Kathmandu","Golfutar, Golfutar, Kathmandu",Kathmandu,18000000,6,4,3.0,2,East,2019.0,1.6K,3 Aana,13 Feet / Gravelled,13 Feet , Gravelled,2 Aana,6 months ago,['Air Condition'],0,13.0,1026.75,684.5,High
"House For Sale In Naya Bazar, Kathmandu","Rayamajhi, Naya Bazar, Kathmandu",Kathmandu,32000000,8,4,3.0,1,North,2074.0,820,0-3-1-0 Aana,0 Feet,0 Feet,Unknown,N/A Aana,6 months ago,"['Balcony', 'Backyard', 'Frontyard', 'Fencing', 'Modular Kitchen', 'Water Supply', 'Water Well', 'Solar Water', 'Drainage', 'Electricity Backup', 'Parking', 'Store Room', 'Water Tank']",1,0.0,1112.3125,,Premium
"Land For Sale In Harisiddhi, Lalitpur","Satdobato Godawari highway, Harisiddhi, Lalitpur",Lalitpur,3000000,0,0,0.0,0,North East,2074.0,177,5 Sq. Feet,12 Feet / Gravelled,12 Feet , Gravelled,N/A Sq. Feet,6 months ago,[],1,12.0,5.0,,Medium
"Modern Bungalow : House For Sale In Kusunti, Lalitpur","kusunti, Kusunti, Lalitpur",Lalitpur,38500000,4,4,3.0,3,North West,2019.0,34.5K,0-5-2-2 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,2200 Sq. Feet,6 months ago,"['Lawn', 'Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Water Tank', 'Water Well']",0,13.0,1925.15625,2200.0,Premium
"House For Sale In Greenhill City, Mulpani, Kathmandu","638, Greenhill city, Mulpani, Kathmandu",Kathmandu,35000000,4,4,4.0,1,East,2019.0,861,4 Aana,22 Feet / Blacktopped,22 Feet , Blacktopped,3 Aana,6 months ago,"['Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Maintenance']",0,22.0,1369.0,1026.75,Premium
"Apartment For Rent In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,235000,3,3,10.0,2,South,2074.0,6.7K,1788 Sq. Feet,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Sq. Feet,6 months ago,"['Air Condition', 'Balcony', 'Garden', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Kids Playground', 'Lift', 'Maintenance', 'Parking']",1,20.0,1788.0,,Low
"House For Sale In Kapan, Kathmandu","akatabasti, Kapan, Kathmandu",Kathmandu,18200000,0,0,3.0,0,East,2074.0,1.6K,0-3-0-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Sq. Feet,6 months ago,[],1,13.0,1026.75,,High
"Urgent House On Sale : House For Sale In Pepsicola, Kathmandu","Harharmahadev, Pepsicola, Kathmandu",Kathmandu,13500000,4,3,3.0,1,South East,2019.0,5.5K,2.5 Aana,13 Feet / Gravelled,13 Feet , Gravelled,2.5 Aana,6 months ago,"['Water Tank', 'Water Well', 'Parking']",0,13.0,855.625,855.625,High
"Land For Sale In Itahari, Sunsari","Itahari, Itahari, Sunsari",Sunsari,600000,0,0,3.0,0,North,2074.0,666,18 Dhur,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Sq. Feet,6 months ago,[],1,20.0,3280.5,,Low
"Flat For Rent In Dhapakhel, Lalitpur","Kantipur Engineering College, Dhapakhel, Lalitpur",Lalitpur,18000,2,1,3.0,0,North,2074.0,843,900 Sq. Feet,15 Feet / Gravelled,15 Feet , Gravelled,N/A Sq. Feet,6 months ago,[],1,15.0,900.0,,Low
"House For Sale In DDC Chowk, Biratnagar","Tintoliya, DDC Chowk, Biratnagar",Biratnagar,8000000,3,1,2.0,1,North East,2074.0,644,9 Dhur,13 Feet / Blacktopped,13 Feet , Blacktopped,9 Dhur,6 months ago,[],1,13.0,1640.25,1640.25,Medium
"House For Rent In Hattiban, Lalitpur","Nirankari mandala, Hattiban, Lalitpur",Lalitpur,60000,3,3,3.0,0,South,2074.0,610,0-3-2-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Sq. Feet,6 months ago,[],1,13.0,1197.875,,Low
"Land For Sale In Butwal, Butwal","Manglapur Chowk, Butwal, Butwal",Butwal,2500000,0,0,3.0,0,West,2074.0,569,18/32 Haat,15 Feet / Gravelled,15 Feet , Gravelled,N/A Sq. Feet,6 months ago,[],1,15.0,1296.0,,Medium
"House For Sale In Bharatpur, Chitwan","Bhojad, Bharatpur, Chitwan",Chitwan,7500000,2,1,1.0,2,East,2072.0,731,6 Dhur,6 Meter / Blacktopped,6 Meter , Blacktopped,N/A Sq. Feet,6 months ago,"['Lawn', 'Garden', 'TV Cable', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']",0,19.68504,1093.5,,Medium
"Land For Sale In Dhumbarahi, Kathmandu","Dhumbarahi, Dhumbarahi, Kathmandu",Kathmandu,5700000,0,0,3.0,0,West,2074.0,193,0-6-3-0 Aana,24 Feet / Gravelled,24 Feet , Gravelled,N/A Sq. Feet,6 months ago,[],1,24.0,2310.1875,,Medium
"Land For Sale In Goldhunga, Kathmandu","Goldhunga, Goldhunga, Kathmandu",Kathmandu,2000000,0,0,3.0,0,West,2074.0,267,3 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,N/A Sq. Feet,6 months ago,[],1,13.0,1026.75,,Medium
"Office Space For Rent In Durbar Marg, Kathmandu","Lal Durbar marg, Durbar Marg, Kathmandu",Kathmandu,50000,0,0,3.0,0,North,2074.0,547,0-2-2-0 Aana,11 Feet / Paved,11 Feet , Paved,616 Sq. Feet,6 months ago,[],1,11.0,855.625,616.0,Low
"Land For Sale In Thankot, Kathmandu","Chandragiri Cable Car, Thankot, Kathmandu",Kathmandu,1150000,0,0,3.0,0,East,2074.0,581,0-8-0-0 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,N/A Aana,6 months ago,[],1,13.0,2738.0,,Low
"House For Sale In Kapan, Kathmandu","Adhikari mod, Aakase dhara, Kapan, Kathmandu",Kathmandu,32500000,6,5,3.0,5,East,2076.0,736,0-7-0-0 Sq. Feet,12 Feet / Blacktopped,12 Feet , Blacktopped,0-4-5-0 Sq. Feet,6 months ago,"['Garage', 'Balcony', 'Garden', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking', 'Store Room']",0,12.0,2395.75,1796.8125,Premium
"Balkot House For Rent : House For Rent In Balkot, Bhaktapur","27.6845464, Balkot, Bhaktapur",Bhaktapur,85000,0,0,3.0,0,East,2019.0,521,12 Aana,12 Feet / Soil Stabilized,12 Feet , Soil Stabilized,8 Aana,6 months ago,[],0,12.0,4107.0,2738.0,Low
"Land For Sale In Thankot, Kathmandu","Chandragiri Cable Car, Thankot, Kathmandu",Kathmandu,1050000,0,0,3.0,0,South,2074.0,681,0-7-2-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Sq. Feet,6 months ago,[],1,13.0,2566.875,,Low
"House On Sale In Bhimsengola, Old Baneswor Saypatri Tole : House For Sale In Battisputali, Kathmandu","House No 21 Satapatri Tole, Battisputali, Kathmandu",Kathmandu,18000000,0,3,3.0,1,East,2074.0,784,0-3-1-1 Aana,9 Feet / Paved,9 Feet , Paved,2.2 Aana,6 months ago,"['Backyard', 'TV Cable', 'Drainage', 'Water Supply', 'Balcony']",1,9.0,1133.703125,752.95,High
"Land For Sale In Kirtipur, Kathmandu","chalnakhel 1 kha, Kirtipur, Kathmandu",Kathmandu,3000000,0,0,0.0,0,North,2074.0,715,0-15-1-1 Sq. Feet,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,N/A Sq. Feet,6 months ago,[],1,10.0,5240.703125,,Medium
"Land With Houses : Land For Sale In Teku, Kathmandu","Teku, Kathmandu, Teku, Kathmandu",Kathmandu,20000000,0,0,0.0,0,South West,2074.0,638,0-10-2-0 Sq. Feet,30 Feet / Blacktopped,30 Feet , Blacktopped,N/A Sq. Feet,6 months ago,[],1,30.0,3593.625,,High
"House For Sale In Sano Gaun, Lalitpur","Sanogaun, Sano Gaun, Lalitpur",Lalitpur,14500000,0,0,3.0,0,West,2074.0,823,3 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Sq. Feet,6 months ago,[],1,13.0,1026.75,,High
"Land For Sale In Kirtipur, Kathmandu","Rarahil Memorial School, Kirtipur, Kathmandu",Kathmandu,1900000,0,0,3.0,0,West,2074.0,309,5 Aana,12 Feet / Soil Stabilized,12 Feet , Soil Stabilized,N/A Aana,6 months ago,[],1,12.0,1711.25,,Medium
"Land For Sale In Pokhara, Pokhara","Bajhapatan, Pokhara, Pokhara",Pokhara,11000000,0,0,3.0,0,East,2074.0,378,20*40 Haat,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,N/A Sq. Feet,6 months ago,[],1,15.0,1800.0,,High
"House For Sale In Budhanilkantha, Kathmandu","Rudreshwor Chowk Bus Stop, Budhanilkantha, Kathmandu",Kathmandu,45000000,0,0,3.0,0,South,2074.0,2.2K,8 Aana,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,N/A Sq. Feet,7 months ago,[],1,15.0,2738.0,,Premium
"House For Sale In Budhanilkantha, Kathmandu","Rudreshwor Chowk Bus Stop, Budhanilkantha, Kathmandu",Kathmandu,49500000,0,0,3.0,0,South,2074.0,3.3K,9 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,7 months ago,"['Balcony', 'Frontyard', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking', 'Store Room']",1,15.0,3080.25,,Premium
"House For Sale Satdobato Only Land Cost! : House For Sale In Satdobato, Lalitpur","Khumaltar Height, Satdobato, Lalitpur",Lalitpur,70000000,3,3,2.0,4,East,2050.0,896,0-10-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,2000 Sq. Feet,7 months ago,[],0,20.0,3422.5,2000.0,Premium
"House For Sale On Only Land Cost @ Shantinagar Kathmandu! : House For Sale In Shantinagar, Kathmandu","Shantingar Gate, Shantinagar, Kathmandu",Kathmandu,70000000,4,3,3.0,4,East,2049.0,989,0-9-2-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,2500 Sq. Feet,7 months ago,[],0,20.0,3251.375,2500.0,Premium
"9 Aana Chaauni Land On Dashain Tihar Offer Urgent Sale : Land For Sale In Chhauni, Kathmandu","31, Chhauni, Kathmandu",Kathmandu,4300000,0,0,3.0,0,North,2074.0,435,9 Aana,9 Feet / Paved,9 Feet , Paved,N/A Aana,7 months ago,[],1,9.0,3080.25,,Medium
"House Sale At Sanepa, Land Cost Only : House For Sale In Sanepa, Lalitpur","Lower Sanepa, Sanepa, Lalitpur",Lalitpur,25000000,3,5,3.0,1,East,2074.0,1.7K,0-4-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,2300 Sq. Feet,7 months ago,[],1,20.0,1369.0,2300.0,High
"Akarsak Thau Ko Ghar Bikri Ma!! : House For Sale In Imadol, Lalitpur","imadol 2, Lalitpur, Imadol, Lalitpur",Lalitpur,16000000,16,4,4.0,1,East,2063.0,645,4 Aana,10 Feet / Concrete,10 Feet , Concrete,4 Sq. Feet,7 months ago,[],0,10.0,1369.0,4.0,High
"House For Sale In Imadol, Lalitpur","Sanogaun, Imadol, Lalitpur",Lalitpur,13500000,3,9,3.0,0,North East,2076.0,1.5K,0-2-3-0 Aana,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,N/A Sq. Feet,7 months ago,"['Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking']",0,10.0,941.1875,,High
"House For Sale In Imadol, Lalitpur","Sana Gaun, Imadol, Lalitpur",Lalitpur,12000000,2,1,1.0,0,North East,2074.0,4.4K,0-3-0-1 Aana,12 Feet / Soil Stabilized,12 Feet , Soil Stabilized,N/A Sq. Feet,7 months ago,[],1,12.0,1048.140625,,High
"Land For Sale In Bhaisepati, Lalitpur","sainbu sital colony, Bhaisepati, Lalitpur",Lalitpur,2700000,0,0,3.0,0,North East,2074.0,10K,0-6-2-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,7 months ago,"['Drainage', 'Water Well', 'Electricity Backup']",1,16.0,2224.625,,Medium
"Mandikatar House In Sell : House For Sale In Mandikatar, Kathmandu","House, Mandikatar, Kathmandu",Kathmandu,27800000,6,3,3.0,2,East,2019.0,3.9K,5 Aana,13 Feet / Gravelled,13 Feet , Gravelled,4 Aana,7 months ago,['Air Condition'],0,13.0,1711.25,1369.0,Premium
"House For Sale At Civil Homes, Dhapakhel : House For Sale In Dhapakhel, Lalitpur","Civil Homes, Dhapakhel, Lalitpur",Lalitpur,36000000,3,3,3.0,2,East,2065.0,1.2K,0-6-2-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,2000 Sq. Feet,7 months ago,[],0,20.0,2224.625,2000.0,Premium
"5 Ropani Land For Sale At Golfutar! : Land For Sale In Golfutar, Kathmandu","Golfutar basketball ground, Golfutar, Kathmandu",Kathmandu,3800000,0,0,3.0,0,West,2074.0,433,5-0-0-0 Ropani,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Ropani,7 months ago,[],1,20.0,27380.0,,Medium
"House For Rent : House For Rent In Bakhundol, Lalitpur","maitry marg Bakhundole, Bakhundol, Lalitpur",Lalitpur,180000,5,0,3.0,2,East,2074.0,552,0-5-0 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,0-3-9 Aana,7 months ago,"['Lawn', 'Balcony', 'Backyard']",1,14.0,1711.25,1796.8125,Low
"Flat System House For Sale At Ghattekulo Kathmandu. : House For Sale In Ghattekulo, Kathmandu","Ghattekulo, Ghattekulo, Kathmandu",Kathmandu,100000000,8,9,4.0,4,South,2065.0,1.5K,0-13-2-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,4500 Sq. Feet,7 months ago,[],0,13.0,4620.375,4500.0,Premium
"House For Sale At Only Land Cost @ Baneshwor! : House For Sale In Old Baneshwor, Kathmandu","Bhimsengola, Old Baneshwor, Kathmandu",Kathmandu,60000000,6,3,3.0,4,South,2050.0,1.7K,0-8-5-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,2500 Sq. Feet,7 months ago,[],0,20.0,3165.8125,2500.0,Premium
"Urgent Sale Land 5 Aana : Land For Sale In Raniban, Kathmandu","Raniban, Raniban, Kathmandu",Kathmandu,4000000,0,0,3.0,0,North East,2074.0,566,0-4-3-2 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,7 months ago,[],1,20.0,1668.46875,,Medium
"BUDHANILKANTHA BUNGALOW : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu",Kathmandu,65000000,5,5,3.0,3,South East,2075.0,951,15 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,N/A Aana,7 months ago,"['Modular Kitchen', 'Drainage', 'Wifi', 'Water Supply', 'Solar Water', 'Balcony', 'Backyard', 'Garden', 'Frontyard']",0,13.0,5133.75,,Premium
"HEPALI GOLFUTAR HOME : House For Sale In Golfutar, Kathmandu","NA, Golfutar, Kathmandu",Kathmandu,56000000,6,6,3.0,3,East,2074.0,1.4K,10 Aana,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,3600 Sq. Feet,7 months ago,"['Drainage', 'Water Supply', 'Solar Water', 'Wifi', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Air Condition']",0,20.0,3422.5,3600.0,Premium
"CHAPALI , BUDHANILKANTHA BUNGALOW : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu",Kathmandu,44500000,6,5,3.0,3,South East,2076.0,933,8.1 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,7 months ago,"['Garden', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Solar Water', 'Drainage', 'Wifi', 'Balcony']",0,15.0,2772.225,,Premium
"HATTIGAUDA BUNGALOW : House For Sale In Hattigauda, Kathmandu","NA, Hattigauda, Kathmandu",Kathmandu,85000000,5,5,3.0,3,East,2074.0,351,17 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,N/A Aana,7 months ago,"['Frontyard', 'Garden', 'Drainage', 'Water Supply', 'Solar Water', 'Washing Machine', 'TV Cable', 'Microwave', 'Air Condition']",1,13.0,5818.25,,Premium
"House For Sale In Balaju, Kathmandu","Machha Pokhari, Balaju, Kathmandu",Kathmandu,38000000,0,0,3.0,0,East,2074.0,811,0-8-0-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Sq. Feet,7 months ago,[],1,13.0,2738.0,,Premium
"Land For Sale In Kalanki, Kathmandu","thapagaun, Kalanki, Kathmandu",Kathmandu,2000000,0,0,3.0,0,West,2074.0,795,0-7-0-0 Aana,16 Feet / Paved,16 Feet , Paved,N/A Sq. Feet,7 months ago,[],1,16.0,2395.75,,Medium
"Land For Sale In Chandragiri, Kathmandu","Chandragiri Cable Car, Chandragiri, Kathmandu",Kathmandu,1375000,0,0,3.0,0,West,2074.0,442,0-4-0-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,7 months ago,[],1,13.0,1369.0,,Medium
"Land For Sale In Thankot, Kathmandu","chekpost thankot, Thankot, Kathmandu",Kathmandu,1450000,0,0,3.0,0,East,2074.0,550,0-4-0-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Sq. Feet,7 months ago,[],1,13.0,1369.0,,Medium
"House For Sale In Banasthali, Kathmandu","Dhunge Dhara, Radha Krisna Mandir, Banasthali, Kathmandu",Kathmandu,19000000,8,0,3.0,0,South,2074.0,2.6K,0-3-0-2 Aana,10 Feet / Blacktopped,10 Feet , Blacktopped,N/A Sq. Feet,7 months ago,"['Balcony', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking', 'Store Room']",1,10.0,1069.53125,,High
"Flat For Rent In Jorpati, Kathmandu","Chamunda Road Besigaun, Jorpati, Kathmandu",Kathmandu,50000,6,3,2.0,3,East,2018.0,4.7K,0-6-2-0 Aana,10 Feet / Paved,10 Feet , Paved,0-3-0-0 Aana,7 months ago,"['Garage', 'Balcony', 'Fencing', 'Frontyard', 'Washing Machine', 'Wifi', 'Water Supply', 'Solar Water', 'Water Tank', 'Electricity Backup']",0,10.0,2224.625,1026.75,Low
"Land For Sale In Thankot, Kathmandu","Trivuban Park, Thankot, Kathmandu",Kathmandu,1700000,0,0,3.0,0,West,2074.0,420,0-6-2-0 Aana,14 Feet / Concrete,14 Feet , Concrete,N/A Sq. Feet,7 months ago,[],1,14.0,2224.625,,Medium
"House For Sale In Kadaghari, Kathmandu","Kadaghari, Kadaghari, Kathmandu",Kathmandu,7500000,3,1,1.0,0,North,2074.0,605,0-2-2-0 Aana,4 Feet / Soil Stabilized,4 Feet , Soil Stabilized,N/A Sq. Feet,7 months ago,[],1,4.0,855.625,,Medium
"House For Sale At Hepali, Near Golfutar Kathmandu. : House For Sale In Budhanilkantha, Kathmandu","Hepali Near Golfutar, Budhanilkantha, Kathmandu",Kathmandu,47500000,5,4,3.0,2,East,2070.0,925,0-8-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,2500 Sq. Feet,7 months ago,[],0,20.0,2738.0,2500.0,Premium
"Urgent Sale A House In Grende Villa Housing, Dhapasi : House For Sale In Dhapasi, Kathmandu","Grende Villa, Dhapasi, Kathmandu",Kathmandu,25000000,3,3,3.0,1,South,2074.0,1.2K,0-4-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,2300 Sq. Feet,7 months ago,[],1,20.0,1369.0,2300.0,High
"House For Sale In Imadol, Lalitpur","Krishna Mandir, Imadol, Lalitpur",Lalitpur,22500000,7,2,3.0,0,South,2074.0,684,0-3-3-2 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Sq. Feet,7 months ago,[],1,13.0,1326.21875,,High
"House For Sale At Southern Heights Housing, Thaiba LLalitpur : House For Sale In Thaiba, Lalitpur","Southern Heights Housing, Thaiba, Lalitpur",Lalitpur,35000000,5,4,3.0,2,West,2069.0,477,0-6-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,2500 Sq. Feet,7 months ago,[],0,20.0,2053.5,2500.0,Premium
"Business For Sale In Swayambhu, Kathmandu","Pachdhara, Swayambhu, Kathmandu",Kathmandu,1300000,0,0,3.0,0,West,2074.0,620,400 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,7 months ago,[],1,15.0,400.0,,Low
